"id","ten_tac_pham","tac_gia","nam","the_loai","phong_trao","thoi_ky","tom_tat","gia_tham_khao_vnd","tiki_link","nguon_gia","ban_thuong_mai","ghi_chu_gia"
"vo_nhat","Vợ nhặt","Kim Lân","1955","Truyện ngắn","Văn học Cách mạng","Kháng chiến chống Pháp","Truyện ngắn kể chuyện anh Tràng nghèo nhặt được vợ giữa nạn đói năm 1945. Tác phẩm ca ngợi tình người, khát vọng sống và hạnh phúc của con người ngay bên bờ vực cái chết, đồng thời hé mở niềm tin vào cách mạng.","38100","https://tiki.vn/search?q=V%E1%BB%A3%20nh%E1%BA%B7t%20Kim%20L%C3%A2n","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEhFtTnP2dCc5zu19GCROqQoCKUut85D1lbMqUbQwyvf8QHAZyX0CEeyQT-_LDyEndxn2kcZAJh-RB0DSbkGm-SGm_WtJ97P-cxaVpBinpsVyFn76J6VP7A-6cLm7U=","Bản lẻ (bán riêng)","Bán rời"
"dat_rung_phuong_nam","Đất rừng phương Nam","Đoàn Giỏi","1957","Tiểu thuyết","Văn học Cách mạng","Kháng chiến chống Mỹ","Tiểu thuyết kể hành trình lưu lạc của cậu bé An ở vùng đất rừng U Minh Nam Bộ, qua đó tái hiện thiên nhiên trù phú và con người hào hiệp giàu lòng yêu nước trong kháng chiến chống Pháp.","81000","https://tiki.vn/search?q=%C4%90%E1%BA%A5t%20r%E1%BB%ABng%20ph%C6%B0%C6%A1ng%20Nam%20%C4%90o%C3%A0n%20Gi%E1%BB%8Fi","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGGwdf3t9QdQoXhPf7_8EdVxO14Kq_7A-Eqbt8GSWA58QRibyLGd8A-00im6xaFbYbJqmx9MCtSSSPHoG-vFP3eB_0HlvkUp9KEzBmoxQp-9pzgC8dg6nzgD3d8Fa9Ra4aABptGU4VzvGO7ffaonmY4l4JtBgEZwyE0_bhtIdkTg7m9eoNrob-yjg8MIA==","Bản lẻ (bán riêng)","Bán rời"
"doan_thuyen_danh_ca","Đoàn thuyền đánh cá","Huy Cận","1958","Thơ","Văn học Cách mạng","Kháng chiến chống Mỹ","Bài thơ khắc họa cảnh đoàn thuyền đánh cá ra khơi và trở về trên vùng biển Hạ Long, ca ngợi vẻ đẹp thiên nhiên, sự giàu có của biển cả và tinh thần lao động hăng say của con người trong công cuộc xây dựng chủ nghĩa xã hội.","","https://tiki.vn/search?q=Tuy%E1%BB%83n%20T%E1%BA%ADp%20Th%C6%A1%20Huy%20C%E1%BA%ADn","","Tuyển Tập Thơ Huy Cận","Chưa có giá bán rời"
"rung_xa_nu","Rừng xà nu","Nguyễn Trung Thành","1965","Truyện ngắn","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Truyện ngắn kể về cuộc đời Tnú và cuộc nổi dậy của dân làng Xô Man ở Tây Nguyên chống Mỹ - Diệm. Hình tượng rừng xà nu và chân lý chúng nó đã cầm súng mình phải cầm giáo thể hiện tinh thần đấu tranh cách mạng.","","https://tiki.vn/search?q=kh%C3%B4ng%20r%C3%B5","","không rõ","Chưa có giá bán rời"
"chiec_luoc_nga","Chiếc lược ngà","Nguyễn Quang Sáng","1966","Truyện ngắn","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Truyện ngắn kể tình cha con sâu nặng éo le giữa ông Sáu và bé Thu trong chiến tranh: bé Thu không nhận cha vì vết sẹo, đến khi nhận ra thì ông Sáu phải lên đường và hy sinh, để lại chiếc lược ngà làm kỷ vật.","","https://tiki.vn/search?q=kh%C3%B4ng%20r%C3%B5","","không rõ","Chưa có giá bán rời"
"nhung_dua_con_trong_gia_dinh","Những đứa con trong gia đình","Nguyễn Thi","1966","Truyện ngắn","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Truyện ngắn kể về chị em Chiến và Việt, những đứa con trong một gia đình nông dân Nam Bộ có truyền thống yêu nước căm thù giặc, nối tiếp nhau cầm súng đánh Mỹ để trả thù nhà đền nợ nước.","","https://tiki.vn/search?q=T%E1%BB%A7%20S%C3%A1ch%20V%C3%A0ng%20-%20Ng%C6%B0%E1%BB%9Di%20M%E1%BA%B9%20C%E1%BA%A7m%20S%C3%BAng","","Tủ Sách Vàng - Người Mẹ Cầm Súng","Chưa có giá bán rời"
"song_xuan_quynh","Sóng","Xuân Quỳnh","1967","Thơ","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Bài thơ mượn hình tượng sóng để diễn tả tâm trạng và khát vọng tình yêu của người phụ nữ: vừa mãnh liệt sôi nổi vừa đằm thắm thủy chung và khát khao vĩnh cửu.","29000","https://tiki.vn/search?q=S%C3%B3ng%20Xu%C3%A2n%20Qu%E1%BB%B3nh","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGC7M5lD8F8jelBLmeSvLVGK4kIczGtwooRGCRBk2wOvh4iiRrKPPBdt6EDDz-qCc1MQn3dRelWp7xnrKBCEu8k6KnkiuwvwMdRLGjA8w6NrS5vkR9TnYq3ajHM-y1siPxF","Bản lẻ (bán riêng)","Bán rời"
"xe_khong_kinh","Bài thơ về tiểu đội xe không kính","Phạm Tiến Duật","1969","Thơ","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Bài thơ khắc họa hình ảnh những người lính lái xe trên tuyến đường Trường Sơn với tư thế hiên ngang, tinh thần lạc quan dũng cảm bất chấp bom đạn. Giọng thơ trẻ trung, ngang tàng, đậm chất lính.","","https://tiki.vn/search?q=V%E1%BA%A7ng%20tr%C4%83ng%20qu%E1%BA%A7ng%20l%E1%BB%ADa%20ho%E1%BA%B7c%20Tuy%E1%BB%83n%20t%E1%BA%ADp%20Ph%E1%BA%A1m%20Ti%E1%BA%BFn%20Du%E1%BA%ADt","","Vầng trăng quầng lửa hoặc Tuyển tập Phạm Tiến Duật","Chưa có giá bán rời"
"manh_trang_cuoi_rung","Mảnh trăng cuối rừng","Nguyễn Minh Châu","1970","Truyện ngắn","Văn học kháng chiến chống Mỹ","Kháng chiến chống Mỹ","Truyện ngắn lãng mạn kể về mối tình đẹp giữa Lãm và Nguyệt trong chiến tranh chống Mỹ, ca ngợi vẻ đẹp lý tưởng, niềm tin và tâm hồn trong sáng của thế hệ trẻ Việt Nam thời chống Mỹ.","71700","https://tiki.vn/search?q=Truy%E1%BB%87n%20ng%E1%BA%AFn%20Nguy%E1%BB%85n%20Minh%20Ch%C3%A2u","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF6gstyfJfGn9TfqAlBpP2Nmvpw74zqJ95aztjtnE4etJCp0ZnRY2QmvAGxyxm_Y3AyutpeRqdhBfIPnTqpz-iVzX7BIDd4w8IZhBvtTeankFu4Gu2ntNjEpovnKLxUqrnmS4kudhiW","Truyện ngắn Nguyễn Minh Châu","Nằm trong tuyển tập 'Truyện ngắn Nguyễn Minh Châu' — giá hiển thị là giá tuyển tập"
"ai_da_dat_ten_cho_dong_song","Ai đã đặt tên cho dòng sông","Hoàng Phủ Ngọc Tường","1981","Bút ký","Văn học thời kỳ Đổi mới","Sau 1975","Bút ký tài hoa khám phá vẻ đẹp của sông Hương từ nhiều góc nhìn địa lý, lịch sử, văn hóa và thơ ca gắn với xứ Huế. Tác phẩm thể hiện tình yêu quê hương và vốn hiểu biết sâu rộng của tác giả.","175000","https://tiki.vn/search?q=Ho%C3%A0ng%20Ph%E1%BB%A7%20Ng%E1%BB%8Dc%20T%C6%B0%E1%BB%9Dng%20Tuy%E1%BB%83n%20T%E1%BA%ADp%201","","Hoàng Phủ Ngọc Tường Tuyển Tập 1","Nằm trong tuyển tập 'Hoàng Phủ Ngọc Tường Tuyển Tập 1' — giá hiển thị là giá tuyển tập"
"chiec_thuyen_ngoai_xa","Chiếc thuyền ngoài xa","Nguyễn Minh Châu","1983","Truyện ngắn","Văn học thời kỳ Đổi mới","Sau 1975","Truyện ngắn kể việc nghệ sĩ Phùng phát hiện đằng sau bức ảnh chiếc thuyền đẹp như mơ là cảnh bạo lực gia đình của một người đàn bà hàng chài. Tác phẩm nêu vấn đề mối quan hệ giữa nghệ thuật và cuộc đời, cái nhìn đa diện về con người.","71700","https://tiki.vn/search?q=V%C4%83n%20H%E1%BB%8Dc%20Trong%20Nh%C3%A0%20Tr%C6%B0%E1%BB%9Dng%3A%20Truy%E1%BB%87n%20Ng%E1%BA%AFn%20Nguy%E1%BB%85n%20Minh%20Ch%C3%A2u","","Văn Học Trong Nhà Trường: Truyện Ngắn Nguyễn Minh Châu","Nằm trong tuyển tập 'Văn Học Trong Nhà Trường: Truyện Ngắn Nguyễn Minh Châu' — giá hiển thị là giá tuyển tập"
"ben_que","Bến quê","Nguyễn Minh Châu","1985","Truyện ngắn","Văn học thời kỳ Đổi mới","Sau 1975","Truyện ngắn kể về Nhĩ, người từng đi khắp nơi, cuối đời bệnh tật mới nhận ra vẻ đẹp bình dị của bãi bồi bên kia sông ngay trước nhà mình. Tác phẩm chứa đựng chiêm nghiệm triết lý về những giá trị gần gũi, đích thực của cuộc sống.","71700","https://tiki.vn/search?q=V%C4%83n%20H%E1%BB%8Dc%20Trong%20Nh%C3%A0%20Tr%C6%B0%E1%BB%9Dng%3A%20Truy%E1%BB%87n%20Ng%E1%BA%AFn%20Nguy%E1%BB%85n%20Minh%20Ch%C3%A2u","","Văn Học Trong Nhà Trường: Truyện Ngắn Nguyễn Minh Châu","Nằm trong tuyển tập 'Văn Học Trong Nhà Trường: Truyện Ngắn Nguyễn Minh Châu' — giá hiển thị là giá tuyển tập"
"mua_la_rung_trong_vuon","Mùa lá rụng trong vườn","Ma Văn Kháng","1985","Tiểu thuyết","Văn học thời kỳ Đổi mới","Sau 1975","Tiểu thuyết phản ánh sự biến động của một gia đình trí thức Hà Nội thời hậu chiến và kinh tế thị trường, qua đó đặt ra vấn đề gìn giữ các giá trị đạo đức, văn hóa truyền thống trước sự tha hóa.","76000","https://tiki.vn/search?q=M%C3%B9a%20l%C3%A1%20r%E1%BB%A5ng%20trong%20v%C6%B0%E1%BB%9Dn%20Ma%20V%C4%83n%20Kh%C3%A1ng","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFJtc3rxZpzxRzaNDKG_POUBoSlE_GT2vQqp5mgzh6bovG1QbEeTXlPwPkATOxBv8pAsyNFpTttTJ3r0XxQ3W0R8-iJUJyx6DEOO6ehv-wCmJqIYgv2po8MlJfoTESr5NF8kEE=","Bản lẻ (bán riêng)","Bán rời"
"thoi_xa_vang","Thời xa vắng","Lê Lựu","1986","Tiểu thuyết","Văn học thời kỳ Đổi mới","Sau 1975","Tiểu thuyết kể cuộc đời Giang Minh Sài, người sống theo áp đặt của gia đình và tập thể, đánh mất bản thân trong tình yêu và hôn nhân. Tác phẩm mang tinh thần tự vấn, phê phán lối sống thụ động, là dấu mốc của văn học Đổi mới.","121400","https://tiki.vn/search?q=Th%E1%BB%9Di%20xa%20v%E1%BA%AFng%20L%C3%AA%20L%E1%BB%B1u","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFVv7lWocVGGWU_c23zz90MpB1sZf0HmIKdg3CRyzK3l2dEacRuyhSTjOmow1YmcyykURSFP6cMIozirEEXjirdrfiMwoHSChulhHbCy_oSb1HLsiV46fzitJ7QC5Q=","Bản lẻ (bán riêng)","Bán rời"
"tuong_ve_huu","Tướng về hưu","Nguyễn Huy Thiệp","1987","Truyện ngắn","Văn học thời kỳ Đổi mới","Sau 1975","Truyện ngắn kể về tướng Thuấn khi về hưu trở nên lạc lõng cô độc giữa gia đình và xã hội thời kinh tế thị trường với những đảo lộn giá trị. Tác phẩm tiêu biểu cho tinh thần đổi mới, nhìn thẳng vào hiện thực của Nguyễn Huy Thiệp.","131140","https://tiki.vn/search?q=T%C6%B0%E1%BB%9Bng%20v%E1%BB%81%20h%C6%B0u%20Nguy%E1%BB%85n%20Huy%20Thi%E1%BB%87p","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHS10vwS7WfY8d9eNLCOJgaRb7RsCHWaNGHFqahsWkB0yecAY0qY08CrHJK5XW_bAtr9oRIF2tcgOxivHUYF7lvk1xnc9lKAHnGKh11pSna5pT-Dk0bNRs_8dsE_8T0GMJE4Izyzv2Bmget72dr5b0tYuHfS0PDxC2v0x8ZkIy75xuUfztw4frTs9g=","Bản lẻ (bán riêng)","Bán rời"
"ben_khong_chong","Bến không chồng","Dương Hướng","1990","Tiểu thuyết","Văn học thời kỳ Đổi mới","Sau 1975","Tiểu thuyết về làng Đông và người lính Nguyễn Vạn trở về sau kháng chiến, cùng những người phụ nữ mòn mỏi nơi 'bến không chồng' chờ chồng con đi chiến tranh không về. Tác phẩm nhìn thẳng vào nỗi đau, mất mát và định kiến mà chiến tranh để lại cho làng quê thời hậu chiến.","106000","https://tiki.vn/search?q=B%E1%BA%BFn%20kh%C3%B4ng%20ch%E1%BB%93ng%20D%C6%B0%C6%A1ng%20H%C6%B0%E1%BB%9Bng","","Bản lẻ (bán riêng) — NXB Trẻ","Bán rời. Giá tham khảo ~106.000đ (NXB Trẻ), cần verify tay trước khi công bố"
"mat_biec","Mắt biếc","Nguyễn Nhật Ánh","1990","Truyện dài","Văn học đương đại","Sau 1975","Truyện dài kể mối tình đơn phương day dứt của Ngạn dành cho Hà Lan từ thuở nhỏ ở làng Đo Đo cho đến khi trưởng thành. Tác phẩm đượm buồn, trong trẻo về tình yêu, tuổi thơ và quê hương.","110000","https://tiki.vn/search?q=M%E1%BA%AFt%20bi%E1%BA%BFc%20Nguy%E1%BB%85n%20Nh%E1%BA%ADt%20%C3%81nh","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEq8zDieAlVxI0rFFj2jxG1qKig5BLv4sIqTT5qLLzyCqiNX-xRyAdXWIQBzweTECo8oPgsMWMCggOUITXk4TKIsVi3EC8BhPrzDhSn2T4yigetg62-lmWC580dzH-HWimF1ALFqPmpoqYBifwh4g==","Bản lẻ (bán riêng)","Bán rời"
"canh_dong_bat_tan","Cánh đồng bất tận","Nguyễn Ngọc Tư","2005","Truyện vừa","Văn học đương đại","Sau 1975","Truyện vừa kể về cuộc sống lênh đênh của cha con Út Vũ trên những cánh đồng miền Tây Nam Bộ, với những tổn thương hận thù và bi kịch. Tác phẩm thấm đẫm chất Nam Bộ và cái nhìn nhân văn về thân phận con người.","85000","https://tiki.vn/search?q=C%C3%A1nh%20%C4%91%E1%BB%93ng%20b%E1%BA%A5t%20t%E1%BA%ADn%20Nguy%E1%BB%85n%20Ng%E1%BB%8Dc%20T%C6%B0","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHWyw0jKzlgJ6fGE9jomYj2joZjnURovugMYve0RUgPvx_iGmVQF8ArgktJ6uYekUBMYy3tVQVuY5yo-_Ak4cWpC4mOZmhqlgZ3sP5YvgCnpo5oHeQL3bYkHeHNzu2gRoz71J_G3EK9K1-JehXvWCfu","Bản lẻ (bán riêng)","Bán rời"
"hoa_vang_co_xanh","Tôi thấy hoa vàng trên cỏ xanh","Nguyễn Nhật Ánh","2010","Truyện dài","Văn học đương đại","Sau 1975","Truyện dài kể về tuổi thơ của hai anh em Thiều và Tường ở một làng quê nghèo, với những rung động đầu đời, tình anh em và ganh tị trẻ con. Tác phẩm gợi lại thế giới tuổi thơ trong trẻo, hồn nhiên đầy hoài niệm.","150000","https://tiki.vn/search?q=T%C3%B4i%20th%E1%BA%A5y%20hoa%20v%C3%A0ng%20tr%C3%AAn%20c%E1%BB%8F%20xanh%20Nguy%E1%BB%85n%20Nh%E1%BA%ADt%20%C3%81nh","https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKFqAdL9ukpUTJHZAoC4kESxWo2x9SeI0oOBRVQKfPiVED1fNBbUaDm0B-ob4i2qmrMcdoqXtgFEchgIILWCFWcNx3Rn4_qCaA1W8IVUGPqi7-bvD5y6sp0c4WpClPcKWwMHJt1fb_yrsuwM1V_RpJ1tfwxerj_2wJjUdKXc8PfWxyI1DrMg==","Bản lẻ (bán riêng)","Bán rời"
